,Data Year,ID,Property Name,Address,Chicago Energy Rating,Exempt From Chicago Energy Rating,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,Electricity Use (kBtu),Natural Gas Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude
154,2020,175495,House of Blues Chicago,329 N Dearborn St,4.0,False,NEAR NORTH SIDE,Performing Arts,54600.0,1996.0,3129321.9,1064740.0,76.8,181.0,76.8,181.0,544.9,10.0,41.88833261,-87.62950362
155,2020,244325,,7033 N KEDZIE AVE,1.0,False,WEST RIDGE,Multifamily Housing,333000.0,1968.0,7061555.3,36530711.0,134.1,178.9,137.6,182.5,3042.4,9.4,42.00899392,-87.70844514
156,2020,251488,Esmond Elementary -CPS,1865 W Montvale Ave,2.5,False,MORGAN PARK,K-12 School,53700.0,1891.0,763518.4,5371580.2,114.2,144.8,122.8,153.8,404.5,7.5,41.6887948,-87.66968662
158,2020,101560,IL0054ZZ - Clark Fedral Bldg,536 S Clark St,3.0,False,LOOP,Office,636217.0,1912.0,29743740.4,37313760.5,105.4,192.5,108.7,195.4,6624.0,10.4,41.87500832,-87.63122808
159,2020,251404,"Burr Elementary, Jonathan -CPS",1621 W Wabansia Ave,2.5,False,WEST TOWN,K-12 School,60929.0,1896.0,800519.2,5661870.2,106.1,134.4,118.1,147.4,425.7,7.0,41.912405,-87.668589
161,2020,251541,Reilly Es -CPS,3650 W School St,2.5,False,AVONDALE,K-12 School,113870.0,1914.0,3054648.8,7421690.2,92.0,143.5,96.3,148.1,870.9,7.6,41.94159842,-87.7192968
163,2020,104430,Edgewater Flats Condominium,1215 1225 W GRANVILLE AVE,3.0,False,EDGEWATER,Multifamily Housing,51840.0,1920.0,488178.8,,74.6,94.8,82.7,102.5,255.8,4.9,41.99090057,-87.66660744
165,2020,102766,,6150  N KENMORE AVE,4.0,False,EDGEWATER,Multifamily Housing,77900.0,1962.0,1477795.2,4602635.9,83.3,122.9,90.8,129.8,475.1,6.5,41.99090057,-87.66660744
166,2020,112724,,6119 6125 N WINCHESTER AVE,1.0,False,WEST RIDGE,Multifamily Housing,57600.0,1951.0,1467088.3,6422899.9,137.0,188.4,151.2,203.3,570.1,9.9,41.99090057,-87.66660744
169,2020,251470,Dett,2101 W Monroe,3.0,False,NEAR WEST SIDE,K-12 School,70600.0,1961.0,1412518.4,4165479.8,79.0,118.0,84.1,123.3,441.7,6.3,41.87995,-87.679167
172,2020,104105,,640  W SHERIDAN RD,4.0,False,LAKE VIEW,Multifamily Housing,65918.0,1970.0,738998.3,3130799.8,63.5,87.9,65.8,90.3,281.6,4.6,41.95402016,-87.6620278
173,2020,251287,SpringHill Suites Chicago O'Hare / Hampton Inn and Suites Chicago,8101 W Higgins Rd,2.0,False,NORWOOD PARK,Hotel,160000.0,2000.0,11048462.0,7829400.3,118.0,244.7,126.2,260.8,2140.2,13.4,41.98515127,-87.83015397
177,2020,251536,Altgeld Elementary-CPS,1340 W 71st St,2.0,False,WEST ENGLEWOOD,K-12 School,69366.0,1904.0,1435152.1,7289270.0,125.8,168.3,134.4,177.3,611.2,8.8,41.76532371,-87.65837324
178,2020,168225,,2970 N SHERIDAN RD,4.0,False,LAKE VIEW,Multifamily Housing,244440.0,1925.0,3405630.0,14525287.2,73.4,101.4,77.2,104.4,1303.0,5.3,41.93626929,-87.63934761
180,2020,250002,Arturo Velasquez Institute,2800 S Western Ave,3.0,False,LOWER WEST SIDE,College/University,349767.0,1996.0,5953791.6,6971400.0,73.9,137.1,77.9,141.3,1299.5,7.4,41.84099565,-87.68627778
181,2020,162430,Providence St. Mel School,119 S Central Park Blvd,4.0,False,EAST GARFIELD PARK,K-12 School,187689.0,1929.0,3124802.2,5425012.1,45.6,77.0,49.0,80.3,775.8,4.1,41.87883538,-87.715548
183,2020,239695,1550 CA,1550 N Lake Shore Dr,4.0,False,NEAR NORTH SIDE,Multifamily Housing,406524.0,1960.0,3156806.2,24867980.7,77.8,97.0,82.8,102.1,1813.5,5.0,41.9109805,-87.62673635
184,2020,157602,Prairie House at Central Station,1515 S Prairie Ave,1.5,False,NEAR SOUTH SIDE,Multifamily Housing,403018.0,2001.0,10323384.3,13603403.2,87.6,158.2,90.0,159.4,2333.7,8.5,41.86170088,-87.6202348
185,2020,251237,,1242 N Lake Shore Dr,2.0,False,NEAR NORTH SIDE,Multifamily Housing,136591.0,1929.0,2001486.0,11475810.2,98.7,129.2,104.5,135.2,921.9,6.7,41.90531026,-87.62553343
187,2020,251242,330 N Clinton,330 N Clinton St,4.0,False,NEAR WEST SIDE,Multifamily Housing,76037.0,2000.0,1358105.6,,57.9,98.0,59.6,99.7,335.9,5.3,41.88778801,-87.64178715
188,2020,255935,Woodlawn Station,6253 S Cottage Grove Ave,2.0,False,WOODLAWN,Multifamily Housing,86580.0,2017.0,1952011.8,3710472.5,65.4,108.1,67.6,110.5,501.7,5.8,41.78456,-87.61478
189,2020,116716,1819 S Michigan Condominium Association,1819 S MICHIGAN AVE,1.0,False,NEAR SOUTH SIDE,Multifamily Housing,53143.0,2005.0,3780912.2,12504795.5,141.9,206.7,147.7,212.1,1254.3,10.9,41.84550365,-87.63055693
190,2020,251461,"Washington Elementary, Harold -CPS",9130 S University Ave,3.0,False,BURNSIDE,K-12 School,77300.0,1920.0,2001866.3,3969969.9,77.3,126.4,81.6,131.0,523.3,6.8,41.72857136,-87.59664019
191,2020,176022,Gateway Centre,7451 7521 N CLARK ST,1.0,False,ROGERS PARK,Retail Store,78136.0,1980.0,10636057.2,599697.0,143.8,389.2,144.8,390.3,1691.8,21.7,42.01809002,-87.67364706
192,2020,256663,630 N Franklin Condominium Association,630 N Franklin St,1.5,False,,Multifamily Housing,275000.0,2005.0,6539879.4,13742321.9,90.1,145.5,94.5,151.3,1750.6,7.8,41.89237,-87.636345
193,2020,175257,,2255  S MICHIGAN AVE,4.0,False,NEAR SOUTH SIDE,Office,48000.0,1904.0,97426.9,,4.8,8.6,,,22.3,0.5,41.84550365,-87.63055693
194,2020,104849,,660  W WRIGHTWOOD AVE,3.0,False,LINCOLN PARK,Multifamily Housing,38456.0,1970.0,1158995.8,1977413.1,81.6,138.4,83.4,142.3,285.9,7.4,41.92201051,-87.65461957
196,2020,251389,"Hendricks C A, Thomas A -CPS",4320 S Princeton,4.0,False,FULLER PARK,K-12 School,56857.0,1954.0,972862.6,2493320.1,61.0,94.0,65.4,98.6,284.3,5.0,41.815727,-87.633569
198,2020,175581,,360 N STATE ST,4.0,False,NEAR NORTH SIDE,Other,75940.0,1929.0,2875271.2,2330265.6,68.5,138.2,69.7,139.5,572.5,7.5,41.88897886,-87.62803747
200,2020,173774,,2816 2828 N BURLING ST,4.0,False,LAKE VIEW,Multifamily Housing,80576.0,1972.0,1417133.3,1331337.6,36.2,70.7,37.3,72.7,291.9,3.8,41.9398511,-87.65844752
201,2020,254996,Fletcher Jones Chicago Service (Audi),1521 W NORTH AVE,1.0,False,West Town,Automobile Dealership,55030.0,2015.0,4962555.8,161902.8,93.1,255.6,93.1,255.6,783.1,14.2,41.91062948,-87.66609288
202,2020,251399,Park Manor Elementary -CPS,7037 S Rhodes Ave,2.0,False,GREATER GRAND CROSSING,K-12 School,62706.0,1913.0,1664651.4,4664039.9,100.9,152.4,110.5,162.5,507.5,8.1,41.76678503,-87.61131313
203,2020,172298,,122-134 S Aberdeen St,4.0,False,NEAR WEST SIDE,Multifamily Housing,139200.0,2015.0,1595939.1,3543598.9,42.8,68.2,44.8,70.6,437.3,3.6,41.87921245,-87.65673552
204,2020,159411,1130 S Michigan Ave,1130 S Michigan Ave,2.5,False,LOOP,Multifamily Housing,810159.0,1967.0,15394169.5,40738355.7,78.3,119.7,81.6,123.4,4566.4,6.4,41.86850103,-87.62470375
205,2020,103310,,1336 1352 N SEDGWICK ST,3.0,False,NEAR NORTH SIDE,Multifamily Housing,583000.0,1929.0,11024196.2,43612026.6,93.7,131.5,98.2,135.9,4037.0,6.9,41.9037528,-87.63558845
207,2020,254023,,831 43 W Adams St,3.5,False,Near West Side,Multifamily Housing,104076.0,1899.0,1797881.7,5165909.8,66.9,100.5,70.1,103.5,555.0,5.3,41.8742951,-87.65018
208,2020,160293,33 W Ontario Condominium Association,33 W Ontario St,4.0,False,NEAR NORTH SIDE,Multifamily Housing,1210471.0,2003.0,21300474.5,28702301.1,47.9,86.1,50.1,88.7,4848.9,4.6,41.89324294,-87.62922972
209,2020,173870,,1061  W ROSEMONT AVE,4.0,False,EDGEWATER,Multifamily Housing,80500.0,1927.0,1221577.8,4417955.7,70.1,100.1,76.6,107.0,425.3,5.3,41.99090057,-87.66660744
210,2020,241892,CityView Condominium Association,440 N McClurg Ct,4.0,False,NEAR NORTH SIDE,Multifamily Housing,620690.0,1991.0,10359889.6,20637320.7,61.1,100.0,63.9,102.5,2713.0,5.4,41.89028754,-87.61815831
212,2020,175817,Forman Mills/Espace,1450 N Cicero Ave,4.0,False,AUSTIN,Other - Mall,87000.0,1980.0,2321091.5,2523139.2,55.7,105.2,,,496.3,5.7,41.90734776,-87.74608809
214,2020,252301,1934 N Washtenaw Condominium Association,1934 N Washtenaw Ave,4.0,False,LOGAN SQUARE,Multifamily Housing,122864.0,2001.0,1939674.2,2415054.0,51.8,94.8,52.7,94.8,431.0,5.1,41.91657013,-87.69476694
215,2020,255020,Ace Hotel Chicago,311 N MORGAN ST,4.0,False,Near West Side,Hotel,140429.0,2017.0,7992883.7,5534244.1,105.3,219.5,107.9,222.2,1541.4,12.0,41.88717109,-87.65213461
216,2020,103816,AMA Plaza,330 N Wabash Av,4.0,False,NEAR NORTH SIDE,Office,1881319.0,1971.0,84953984.2,41766636.5,88.5,169.5,90.0,172.8,18346.7,9.8,41.88863693,-87.62751976
217,2020,252024,CICS Loomis,9535 S Loomis St,4.0,False,WASHINGTON HEIGHTS,K-12 School,150000.0,1961.0,1052673.7,3295800.0,83.0,122.3,87.4,126.9,339.3,6.5,41.72018758,-87.65671845
220,2020,173724,Arthur J. Schmitt Academic Center,2320 N Kenmore Ave,4.0,False,LINCOLN PARK,College/University,164408.0,1967.0,2736847.9,9923134.1,77.0,110.0,83.3,116.6,954.2,5.8,41.92408465,-87.65537041
221,2020,182200,,5301 5317 S HYDE PARK BLVD,3.0,False,HYDE PARK,Multifamily Housing,238232.0,1918.0,7953976.5,5065255.2,54.6,115.8,56.7,120.3,1510.4,6.3,41.79901055,-87.5834949
222,2020,114252,,607  W WRIGHTWOOD AVE,4.0,False,LINCOLN PARK,Multifamily Housing,81250.0,1974.0,1562423.1,4253795.9,80.8,122.8,84.4,125.5,469.8,6.5,41.92201051,-87.65461957
223,2020,132904,Edens Office,4801 W Peterson Ave,4.0,False,FOREST GLEN,Office,91200.0,1974.0,1358753.0,2628173.3,43.7,72.0,,,351.7,3.9,41.98985293,-87.74879114
224,2020,147625,,828  W GRACE ST,4.0,False,LAKE VIEW,Multifamily Housing,288535.0,2007.0,4263649.0,8248096.4,56.5,93.1,58.3,94.9,1103.5,5.0,41.95402016,-87.6620278
225,2020,256490,,5427 N Broadway St,3.0,False,EDGEWATER,Multifamily Housing,93960.0,1910.0,1413403.9,4834511.6,71.0,102.7,73.8,105.0,477.4,5.4,41.97459,-87.66273
226,2020,251563,Castellanos Elementary -CPS,2524 S Central Ave,4.0,False,AUSTIN,K-12 School,84116.0,1912.0,1010908.5,2449380.0,41.1,64.2,43.9,67.1,287.9,3.4,41.869894,-87.764317
227,2020,157152,Metro,1200 W MONROE,4.0,False,NEAR WEST SIDE,Multifamily Housing,314000.0,2001.0,4911168.0,10320226.1,54.2,87.5,56.5,89.6,1314.6,4.7,41.88080894,-87.65745938
228,2020,101776,Hyatt Regency Chicago,151 E Wacker Dr,4.0,False,LOOP,Hotel,2295495.0,1974.0,50754797.4,99737806.5,74.4,122.0,76.9,124.7,13218.8,6.5,41.88770297,-87.62267404
229,2020,251544,Peck Elementary-CPS,3826 W 58th St,3.5,False,WEST ELSDON,K-12 School,110691.0,1926.0,2671453.5,4498029.7,64.8,110.2,67.6,113.9,655.8,5.9,41.78841222,-87.71972596
230,2020,175365,College of Education Building,2247 N Halstead Ave,4.0,False,LINCOLN PARK,College/University,51170.0,2000.0,3099699.9,3468.0,60.6,169.7,60.6,169.7,484.0,9.5,41.92266329,-87.648639
232,2020,251447,Foster Park Elementary -CPS,8500 S Wood,2.0,False,AUBURN GRESHAM,K-12 School,68005.0,1937.0,2688278.2,1924759.9,67.8,140.4,72.7,149.0,521.8,7.7,41.73927,-87.668041
233,2020,244600,One Museum Park West,1201 S Prairie Ave,2.5,False,NEAR SOUTH SIDE,Multifamily Housing,809005.0,2008.0,19985281.4,29349962.5,75.7,133.2,79.7,138.6,4678.0,7.2,41.86712211,-87.62162242
234,2020,251607,"Nash Elementary, Henry H -CPS",4837 W Erie St,3.0,False,AUSTIN,K-12 School,108716.0,1895.0,2960821.7,5304000.2,76.0,127.5,82.3,137.0,743.8,6.8,41.89203698,-87.7473847
235,2020,120931,,10 S STATE ST,4.0,False,LOOP,Retail Store,56109.0,1970.0,470015.0,,8.4,23.5,8.4,23.5,73.4,1.3,41.88127065,-87.62814571
236,2020,106101,,443 447 W WRIGHTWOOD AVE,4.0,False,LINCOLN PARK,Multifamily Housing,90140.0,1928.0,1473997.6,7220577.3,96.5,129.9,100.8,133.7,613.6,6.8,41.92201051,-87.65461957
237,2020,160294,Adler Place,1629 S Prairie Ave,3.0,False,NEAR SOUTH SIDE,Multifamily Housing,554648.0,2013.0,10328131.0,20819901.0,81.1,132.2,84.7,135.4,2717.7,7.1,41.85950051,-87.62036992
239,2020,105315,,468  W MELROSE ST,4.0,False,LAKE VIEW,Multifamily Housing,59960.0,1961.0,750049.7,2875736.9,65.4,92.3,69.9,97.1,269.8,4.9,41.9398511,-87.65844752
240,2020,251561,New Field Primary -CPS,1707 W Morse Ave,2.0,False,ROGERS PARK,K-12 School,85500.0,2003.0,3362431.0,3725970.1,82.9,155.9,87.8,161.0,722.7,8.5,42.00735706,-87.6727274
241,2020,160322,210 N Wells St,210 N Wells St,2.0,False,LOOP,Multifamily Housing,597377.0,2011.0,18187731.0,10554205.5,74.1,159.9,76.4,163.6,3399.1,8.8,41.886028,-87.633976
244,2020,229057,Park View Towers,2740 N PINE GROVE AVE,1.0,False,LINCOLN PARK,Multifamily Housing,86222.0,1975.0,5533097.1,1390332.6,80.3,196.6,84.3,205.5,937.4,10.9,41.93214333,-87.64141628
245,2020,251652,Hedges Elementary -CPS,4735 S Winchester Ave,3.0,False,NEW CITY,K-12 School,101940.0,1906.0,2079177.6,5946629.6,78.7,118.4,84.3,124.2,640.4,6.3,41.80724939,-87.67297316
247,2020,101716,311 S Wacker,311 S Wacker,4.0,False,LOOP,Office,1627486.0,1990.0,68926498.9,,48.1,134.6,50.3,140.9,10757.3,7.5,41.87745822,-87.63573828
248,2020,232398,The Carlyle Condominium Association,1040 N Lake Shore Dr,3.5,False,NEAR NORTH SIDE,Multifamily Housing,562627.0,1966.0,17321614.8,,48.1,110.8,50.2,116.1,3069.2,6.1,41.90200586,-87.62471982
249,2020,252072,641 W Lake St,641 W Lake St,4.0,False,NEAR WEST SIDE,Office,112458.0,1903.0,1356461.1,1713676.7,27.3,49.8,28.7,51.3,302.7,2.7,41.88538531,-87.6445013
250,2020,256555,,2350 N Lincoln Ave,1.0,False,Lincoln Park,Office,57566.0,2019.0,3608674.2,986191.2,79.8,193.5,79.8,193.5,615.6,10.7,41.922195,-87.64960715
254,2020,253955,550 W. Fulton Condominium Association,550 W Fulton,4.0,False,NEAR WEST SIDE,Multifamily Housing,76037.0,1999.0,1231906.0,,66.6,103.7,69.6,106.7,352.6,5.5,41.8832102,-87.64337484
255,2020,120518,,3500  S GILES AVE,4.0,False,DOUGLAS,Residential Care Facility,70455.0,1974.0,2374121.1,6678890.5,128.5,193.9,132.8,196.9,725.3,10.3,41.82021138,-87.61246867
256,2020,231775,Quadrangle House,6700 S Shore Dr,1.0,False,SOUTH SHORE,Multifamily Housing,322820.0,1968.0,5094886.3,27136950.6,146.0,193.6,155.0,203.1,2236.5,10.1,41.77303762,-87.56716244
257,2020,104285,,528 534 W ALDINE AVE,2.5,False,LAKE VIEW,Multifamily Housing,52400.0,1966.0,746150.6,3562950.5,82.2,111.3,84.5,113.2,305.7,5.8,41.9398511,-87.65844752
258,2020,251687,Peirce Sch Of Intl Studies -CPS,1423 W Bryn Mawr Ave,3.0,False,EDGEWATER,K-12 School,133238.0,1915.0,3162841.2,6318939.5,71.2,116.3,78.8,124.3,829.3,6.2,41.98305225,-87.66613248
259,2020,251690,Chicago Military Academy-Bronzeville -CPS,3533 S Giles Ave,4.0,False,DOUGLAS,K-12 School,121900.0,1915.0,2174158.8,4221609.6,52.5,86.3,57.7,91.8,563.5,4.6,41.83033232,-87.61897054
261,2020,160304,The Tides at Lakeshore East,360 E South Water St,2.0,False,LOOP,Multifamily Housing,615718.0,2007.0,13922609.3,30171568.4,91.0,145.8,94.9,149.4,3775.4,7.8,41.88673545,-87.61817365
265,2020,142759,,124  W POLK ST,1.5,False,LOOP,Multifamily Housing,108010.0,1993.0,4667489.7,1058113.8,53.0,131.3,56.2,139.8,784.7,7.3,41.86863212,-87.62730687
267,2020,101559,IL0303ZZ - Metcalf Federal Bldg,77 W Jackson,4.0,False,LOOP,Office,868473.0,1991.0,31159545.0,,37.6,105.4,37.6,105.4,4863.0,5.9,41.87755536,-87.6304139
271,2020,147685,,30  W ERIE ST,2.5,False,NEAR NORTH SIDE,Multifamily Housing,72842.0,2006.0,2355624.3,2425874.4,81.8,156.4,86.3,161.9,496.5,8.5,41.89198218,-87.63699623
272,2020,102725,,3656  W HURON ST,1.0,False,HUMBOLDT PARK,Senior Living Community,70370.0,2009.0,1753054.9,4233200.0,85.1,132.9,89.3,137.0,498.4,7.1,41.8808242,-87.72327934
273,2020,159091,Continental Plaza Apartments,1330 1358 W 76th St,2.5,False,AUBURN GRESHAM,Multifamily Housing,203603.0,2006.0,5918667.3,4405600.4,51.4,104.8,51.9,105.4,1157.7,5.7,41.756041,-87.656765
274,2020,240215,757 Orleans at Chicago Condominium,757 N Orleans St,2.0,False,NEAR NORTH SIDE,Multifamily Housing,412335.0,2008.0,4816679.3,25776196.7,96.2,127.5,100.5,132.1,2120.8,6.7,41.89626597,-87.63667376
276,2020,160243,,765 W Adams St,2.5,False,NEAR WEST SIDE,Multifamily Housing,475674.0,2015.0,13254349.4,10513252.6,67.5,136.8,69.6,139.9,2627.0,7.5,41.87911301,-87.64651787
277,2020,255013,Kenect Chicago,504 N GREEN ST,2.0,False,West Town,Multifamily Housing,125549.0,2018.0,6101379.6,5147367.2,89.6,179.1,93.0,184.3,1225.6,9.8,41.89142613,-87.64880834
278,2020,244593,111 E Chestnut Condominium Association,111 E Chestnut St,3.0,False,NEAR NORTH SIDE,Multifamily Housing,672000.0,1970.0,22604027.9,12209078.2,59.2,129.4,62.5,137.6,4176.3,7.1,41.89798276,-87.62522385
279,2020,116413,CASL Senior Housing,2108  S PRINCETON AVE,3.0,False,ARMOUR SQUARE,Multifamily Housing,81994.0,1997.0,1298132.9,5685877.5,102.3,140.7,108.0,146.7,504.6,7.4,41.84550365,-87.63055693
281,2020,174203,,5009  N SHERIDAN RD,2.5,False,UPTOWN,Multifamily Housing,160000.0,1920.0,5860089.4,3328385.2,57.4,124.4,60.3,129.9,1091.4,6.8,41.97223008,-87.6645957
282,2020,159573,The Patricians,401 411 W FULLERTON PKWY,2.0,False,LINCOLN PARK,Multifamily Housing,189852.0,1927.0,3430114.5,17454700.0,110.0,147.1,114.9,152.3,1462.4,7.7,41.92527418,-87.63936489
285,2020,157346,,5236 5252 S HYDE PARK BLVD,4.0,False,HYDE PARK,Multifamily Housing,137394.0,1928.0,819511.3,8827499.7,70.2,84.2,74.9,89.4,596.8,4.3,41.80224043,-87.60332678
286,2020,251568,Vaughn Occupational HS -CPS,4355 N Linder Ave,2.0,False,PORTAGE PARK,K-12 School,50289.0,1920.0,1996204.9,2772279.7,94.8,169.0,100.9,174.1,458.8,9.1,41.96026421,-87.76436775
287,2020,252250,Argyle Apartments,840 850 W Argyle St,3.5,False,UPTOWN,Multifamily Housing,65492.0,1951.0,968509.8,5458012.2,108.9,143.1,115.4,149.9,441.1,7.5,41.97338532,-87.65197698
288,2020,172611,Saint Mary of the Angels Parish,1850 N Hermitage Ave,3.0,False,LOGAN SQUARE,Other,72186.0,1899.0,814991.9,5337580.1,85.2,109.3,91.7,116.6,410.7,5.7,41.91573465,-87.67209343
289,2020,140247,,3443  W ADDISON ST,1.0,False,AVONDALE,Retail Store,138000.0,1925.0,4212810.3,1622800.0,153.6,355.3,153.6,355.3,743.7,19.6,41.94672055,-87.70319673
290,2020,113540,,1  E SCHILLER ST,3.5,False,NEAR NORTH SIDE,Multifamily Housing,167500.0,1964.0,6903308.2,1280509.7,50.7,128.0,53.6,136.1,1145.4,7.1,41.9037528,-87.63558845
291,2020,242935,The New York Private Residences,3660 N Lake Shore Dr,4.0,False,LAKE VIEW,Multifamily Housing,748762.0,1987.0,16990289.1,26078721.6,69.0,120.1,71.8,123.0,4036.8,6.5,41.94952976,-87.64585718
292,2020,255009,The Hudson,750 N HUDSON AVE,2.5,False,Near North Side,Multifamily Housing,385917.0,2017.0,10638185.8,6939454.0,59.7,125.9,62.0,129.3,2028.9,6.9,41.89622411,-87.64008035
293,2020,117167,,4848  N KEDZIE AVE,3.5,False,ALBANY PARK,Multifamily Housing,55125.0,1983.0,1947726.4,2000410.7,71.6,137.0,78.5,151.2,410.2,7.4,41.97208235,-87.70234945
294,2020,243547,Admiral's Pointe Condominium Association,645 N Kingsbury St,1.0,False,NEAR NORTH SIDE,Multifamily Housing,291682.0,2001.0,5047596.5,14493481.4,112.5,156.9,116.8,161.5,1785.6,8.4,41.89320332,-87.64119962
297,2020,113617,1418 N Lake Shore Dr Condo Association,1418  N LAKE SHORE DR,2.5,False,NEAR NORTH SIDE,Multifamily Housing,105775.0,1983.0,3983046.2,,70.0,146.6,74.3,155.7,765.3,8.0,41.9037528,-87.63558845
298,2020,175157,,829 S WABASH AVE,3.0,False,LOOP,Multifamily Housing,270321.0,2013.0,4565041.0,4551767.0,57.0,109.8,58.3,110.4,954.2,6.0,41.86863212,-87.62730687
299,2020,255965,5430 N. Sheridan,5430 N. Sheridan Rd.,2.5,False,EDGEWATER,Multifamily Housing,82133.0,2008.0,1517835.0,3708784.8,86.7,135.0,90.0,138.8,433.9,7.2,41.96846,-87.65661
301,2020,106159,,101 113 W DIVISION ST,3.5,False,NEAR NORTH SIDE,Multifamily Housing,58000.0,1932.0,3045582.5,2130219.1,89.2,185.6,89.2,185.6,588.5,10.1,41.9037528,-87.63558845
302,2020,105697,Dearborn Plaza,1030 1032 N DEARBORN ST,4.0,False,NEAR NORTH SIDE,Multifamily Housing,79152.0,1929.0,1353356.2,7395500.2,110.5,146.0,115.9,151.6,604.0,7.6,41.9037528,-87.63558845
304,2020,251595,Nixon -CPS,2121 N Keeler Ave,2.5,False,HERMOSA,K-12 School,130113.0,1896.0,2983524.5,7730230.0,82.3,126.6,88.0,132.2,876.2,6.7,41.91952065,-87.73118053
305,2020,175949,"Target, Bedford Park (0841)",7100 S Cicero Ave,3.0,False,"outside Chicago, in Bedford Park",Retail Store,425352.0,1993.0,6597050.4,2418400.0,71.9,167.6,74.3,169.6,1158.0,9.2,41.76424143,-87.74194078
307,2020,101745,161 North Clark,161 N Clark,4.0,False,LOOP,Office,1253060.0,1992.0,69734848.1,,58.1,162.6,58.1,162.6,10883.5,9.1,41.88490511,-87.6305179
308,2020,160438,155 North Wacker,155 N Wacker Dr,3.5,False,LOOP,Office,1484327.0,2009.0,61273705.5,,61.7,138.5,62.9,142.8,10905.4,7.8,41.884658,-87.636809
311,2020,251258,,707 W Sheridan Rd,3.5,False,LAKE VIEW,Multifamily Housing,101428.0,1974.0,2010630.2,6051384.1,79.5,118.2,82.2,121.0,635.2,6.3,41.95246586,-87.64839822
312,2020,172379,Greek Islands (200 S Halsted),200 210 S HALSTED ST,2.5,False,NEAR WEST SIDE,Office,115232.0,1913.0,8407942.3,5928128.5,124.4,258.3,127.6,267.4,1627.1,14.1,41.87880098,-87.64729762
314,2020,159156,One East Delaware,1 E Delaware Pl,2.5,False,NEAR NORTH SIDE,Multifamily Housing,596499.0,1989.0,12138782.8,19527201.0,62.5,107.6,64.8,109.5,2931.7,5.8,41.89877964,-87.6278525
316,2020,251517,Skinner North / Schiller Middle -CPS,650 W Scott,4.0,False,NEAR NORTH SIDE,K-12 School,68922.0,1961.0,871625.7,3620700.0,65.2,90.6,69.0,94.6,328.3,4.8,41.905065,-87.644522
317,2020,254047,Sabina Senior Housing Corporation (St. Sabina Elders Village),1222 W 79th St,1.5,False,Auburn Gresham,Multifamily Housing,86040.0,2000.0,1835819.8,4985198.6,88.1,134.0,88.1,134.0,551.3,7.1,41.73979805,-87.65349931
319,2020,251241,212 East Condominium,212 E Cullerton St,4.0,False,NEAR SOUTH SIDE,Multifamily Housing,181723.0,2003.0,2740381.9,4274849.5,46.7,81.0,48.1,82.8,654.7,4.4,41.85554,-87.621981
321,2020,173632,The Chicago Building,7 W Madison St,3.0,False,LOOP,Residence Hall/Dormitory,104965.0,1904.0,2554315.0,5914599.6,91.1,136.8,94.6,140.5,793.8,7.6,41.88201315,-87.62821922
322,2020,251576,"Henry Elementary, Patrick -CPS",4250 N St Louis Ave,4.0,False,IRVING PARK,K-12 School,90100.0,1904.0,875946.2,3867689.9,52.6,72.3,57.1,77.2,342.1,3.8,41.95872281,-87.71583845
323,2020,104340,,4701 4705 N BEACON ST,4.0,False,UPTOWN,Multifamily Housing,50100.0,1930.0,578883.1,3030882.8,72.1,95.9,78.0,102.2,251.3,5.0,41.97223008,-87.6645957
324,2020,251228,444 N Wells St,444 N Wells St,4.0,False,NEAR NORTH SIDE,Office,73332.0,1903.0,2804036.4,,38.2,107.1,39.6,110.9,437.6,6.0,41.89053894,-87.6340678
325,2020,241377,Wells Street Tower Condominium Association,701 S Wells St,1.0,False,LOOP,Multifamily Housing,365484.0,2002.0,9329868.5,16046290.0,95.0,160.8,98.9,164.4,2308.4,8.6,41.87320687,-87.63328749
